starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 25 21:18:50 2021	1627273130	10	13	24	13
Sun Jul 25 21:18:50 2021	1627273130	10	14	24	14
Sun Jul 25 21:18:50 2021	1627273130	11	13	24	13
Sun Jul 25 21:18:50 2021	1627273130	10	15	25	15
Sun Jul 25 21:18:50 2021	1627273130	10	15	25	15
Sun Jul 25 21:18:50 2021	1627273130	11	15	26	15
Sun Jul 25 21:18:50 2021	1627273130	10	17	26	17
Sun Jul 25 21:18:50 2021	1627273130	11	16	27	16
Sun Jul 25 21:18:50 2021	1627273130	10	18	27	18
Sun Jul 25 21:18:50 2021	1627273130	11	17	28	17
Sun Jul 25 21:18:50 2021	1627273130	10	40	49	40
Sun Jul 25 21:18:50 2021	1627273130	5	45	50	44
Sun Jul 25 21:18:50 2021	1627273130	9	41	50	41
Sun Jul 25 21:18:50 2021	1627273130	9	42	51	42
Sun Jul 25 21:18:50 2021	1627273130	11	41	51	41
Sun Jul 25 21:18:50 2021	1627273130	9	43	52	43
Sun Jul 25 21:18:50 2021	1627273130	11	42	52	42
Sun Jul 25 21:18:50 2021	1627273130	5	49	54	49
Sun Jul 25 21:18:50 2021	1627273130	10	44	54	44
Sun Jul 25 21:18:50 2021	1627273130	10	44	54	44
Sun Jul 25 21:18:50 2021	1627273130	10	45	55	45
Sun Jul 25 21:18:50 2021	1627273130	5	50	55	49
Sun Jul 25 21:18:50 2021	1627273130	5	50	55	50
Sun Jul 25 21:18:50 2021	1627273130	5	51	56	51
Sun Jul 25 21:18:50 2021	1627273130	5	52	57	52
Sun Jul 25 21:18:50 2021	1627273130	5	52	57	52
Sun Jul 25 21:18:50 2021	1627273130	5	53	58	53
Sun Jul 25 21:18:50 2021	1627273130	5	54	59	54
Sun Jul 25 21:18:50 2021	1627273130	9	56	65	56
Sun Jul 25 21:18:50 2021	1627273130	9	56	65	56
Sun Jul 25 21:18:50 2021	1627273130	9	61	70	61
Sun Jul 25 21:18:50 2021	1627273130	9	61	70	61
Sun Jul 25 21:18:50 2021	1627273130	9	62	71	62
Sun Jul 25 21:18:50 2021	1627273130	9	63	72	63
Sun Jul 25 21:18:50 2021	1627273130	9	63	72	63
Sun Jul 25 21:18:50 2021	1627273130	9	64	73	64
Sun Jul 25 21:18:50 2021	1627273130	9	66	74	66
Sun Jul 25 21:18:50 2021	1627273130	8	66	74	66
Sun Jul 25 21:18:50 2021	1627273130	8	67	75	67
Sun Jul 25 21:18:50 2021	1627273130	8	67	76	67
Sun Jul 25 21:18:50 2021	1627273130	8	72	80	72
Sun Jul 25 21:18:50 2021	1627273130	8	72	80	72
Sun Jul 25 21:18:50 2021	1627273130	8	73	81	73
Sun Jul 25 21:18:50 2021	1627273130	8	73	81	73
Sun Jul 25 21:18:50 2021	1627273130	8	74	82	74
Sun Jul 25 21:18:50 2021	1627273130	8	75	83	75
Sun Jul 25 21:18:50 2021	1627273130	8	75	83	75
Sun Jul 25 21:18:50 2021	1627273130	8	76	84	76
Sun Jul 25 21:18:50 2021	1627273130	8	76	84	76
Sun Jul 25 21:18:50 2021	1627273130	8	77	85	77
Sun Jul 25 21:18:50 2021	1627273130	8	82	89	82
Sun Jul 25 21:18:50 2021	1627273130	7	82	90	82
Sun Jul 25 21:18:50 2021	1627273130	7	83	90	83
Sun Jul 25 21:18:50 2021	1627273130	7	83	90	83
Sun Jul 25 21:18:50 2021	1627273130	7	84	91	84
Sun Jul 25 21:18:50 2021	1627273130	7	85	92	84
Sun Jul 25 21:18:50 2021	1627273130	7	85	93	85
Sun Jul 25 21:18:50 2021	1627273130	7	86	93	86
Sun Jul 25 21:18:50 2021	1627273130	7	86	93	86
Sun Jul 25 21:18:50 2021	1627273130	7	87	94	87
Sun Jul 25 21:18:50 2021	1627273130	7	91	98	91
Sun Jul 25 21:18:50 2021	1627273130	7	92	98	92
Sun Jul 25 21:18:50 2021	1627273130	7	92	99	92
Sun Jul 25 21:18:50 2021	1627273130	7	93	99	93
Sun Jul 25 21:18:50 2021	1627273130	6	94	100	94
Sun Jul 25 21:18:50 2021	1627273130	6	95	101	94
Sun Jul 25 21:18:50 2021	1627273130	6	95	101	95
Sun Jul 25 21:18:50 2021	1627273130	6	96	102	96
Sun Jul 25 21:18:50 2021	1627273130	1	115	116	115
Sun Jul 25 21:18:50 2021	1627273130	1	116	117	116
Sun Jul 25 21:18:50 2021	1627273130	1	117	118	117
Sun Jul 25 21:18:50 2021	1627273130	0	118	118	118
Sun Jul 25 21:18:50 2021	1627273130	0	118	118	118
Sun Jul 25 21:18:50 2021	1627273130	0	118	118	118
Sun Jul 25 21:18:50 2021	1627273130	0	118	119	118
Sun Jul 25 21:18:50 2021	1627273130	0	119	119	119
Sun Jul 25 21:18:50 2021	1627273130	0	119	119	119
Sun Jul 25 21:18:50 2021	1627273130	0	119	120	119
Sun Jul 25 21:18:50 2021	1627273130	0	119	120	119
Sun Jul 25 21:18:50 2021	1627273130	0	120	120	120
Sun Jul 25 21:18:50 2021	1627273130	0	120	120	120
Sun Jul 25 21:18:50 2021	1627273130	0	120	120	120
Sun Jul 25 21:18:50 2021	1627273130	0	120	120	120
Sun Jul 25 21:18:50 2021	1627273130	0	120	120	120
Sun Jul 25 21:18:50 2021	1627273130	0	122	122	122
Sun Jul 25 21:18:50 2021	1627273130	0	122	122	122
Sun Jul 25 21:18:50 2021	1627273130	0	122	123	122
Sun Jul 25 21:18:50 2021	1627273130	0	123	123	123
Sun Jul 25 21:18:50 2021	1627273130	0	122	123	122
