starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 26 09:40:13 2021	1627288813	769	83	851	79
Mon Jul 26 09:40:13 2021	1627288813	810	42	852	33
Mon Jul 26 09:40:14 2021	1627288814	628	225	852	160
Mon Jul 26 09:40:17 2021	1627288817	410	444	854	319
Mon Jul 26 09:40:16 2021	1627288816	747	108	855	89
Mon Jul 26 09:40:16 2021	1627288816	586	269	855	208
Mon Jul 26 09:40:13 2021	1627288813	684	173	858	151
Mon Jul 26 09:40:14 2021	1627288814	556	302	859	216
Mon Jul 26 09:40:09 2021	1627288809	244	617	862	289
Mon Jul 26 09:40:17 2021	1627288817	530	338	867	219
Mon Jul 26 09:40:13 2021	1627288813	775	93	869	79
Mon Jul 26 09:40:17 2021	1627288817	449	420	870	110
Mon Jul 26 09:40:14 2021	1627288814	672	198	870	133
Mon Jul 26 09:40:15 2021	1627288815	203	674	876	265
Mon Jul 26 09:40:15 2021	1627288815	664	215	879	113
Mon Jul 26 09:40:14 2021	1627288814	451	433	884	176
Mon Jul 26 09:40:14 2021	1627288814	500	395	894	286
Mon Jul 26 09:40:14 2021	1627288814	591	305	896	215
Mon Jul 26 09:40:16 2021	1627288816	577	321	898	186
Mon Jul 26 09:40:17 2021	1627288817	360	539	899	356
Mon Jul 26 09:40:15 2021	1627288815	448	452	900	186
Mon Jul 26 09:40:17 2021	1627288817	364	539	903	357
Mon Jul 26 09:40:17 2021	1627288817	459	447	905	324
Mon Jul 26 09:40:14 2021	1627288814	437	469	906	296
Mon Jul 26 09:40:16 2021	1627288816	518	391	909	275
Mon Jul 26 09:40:17 2021	1627288817	793	117	910	98
Mon Jul 26 09:40:15 2021	1627288815	689	221	910	118
Mon Jul 26 09:40:17 2021	1627288817	673	238	911	214
Mon Jul 26 09:40:08 2021	1627288808	343	568	911	544
Mon Jul 26 09:40:06 2021	1627288806	163	749	912	54
Mon Jul 26 09:40:14 2021	1627288814	430	483	913	378
Mon Jul 26 09:40:17 2021	1627288817	379	540	919	356
Mon Jul 26 09:40:14 2021	1627288814	682	242	924	191
Mon Jul 26 09:40:14 2021	1627288814	365	560	925	376
Mon Jul 26 09:40:06 2021	1627288806	215	710	926	699
Mon Jul 26 09:40:06 2021	1627288806	219	707	926	694
Mon Jul 26 09:40:15 2021	1627288815	498	428	926	233
Mon Jul 26 09:40:06 2021	1627288806	215	713	928	700
Mon Jul 26 09:40:17 2021	1627288817	390	540	929	356
Mon Jul 26 09:40:06 2021	1627288806	218	715	933	700
Mon Jul 26 09:40:06 2021	1627288806	216	718	934	700
Mon Jul 26 09:40:06 2021	1627288806	215	722	937	700
Mon Jul 26 09:40:06 2021	1627288806	217	724	941	700
Mon Jul 26 09:40:16 2021	1627288816	619	322	941	186
Mon Jul 26 09:40:06 2021	1627288806	159	785	944	760
Mon Jul 26 09:40:06 2021	1627288806	220	726	946	701
Mon Jul 26 09:40:17 2021	1627288817	399	551	949	449
Mon Jul 26 09:40:06 2021	1627288806	161	791	952	761
Mon Jul 26 09:40:06 2021	1627288806	160	795	956	761
Mon Jul 26 09:40:06 2021	1627288806	160	798	957	761
Mon Jul 26 09:40:06 2021	1627288806	164	793	958	761
Mon Jul 26 09:40:13 2021	1627288813	870	91	960	56
Mon Jul 26 09:40:13 2021	1627288813	633	328	962	144
Mon Jul 26 09:40:06 2021	1627288806	162	800	962	761
Mon Jul 26 09:40:17 2021	1627288817	769	195	964	189
