starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 25 20:47:32 2021	1627271252	55	175	230	170
Sun Jul 25 20:47:37 2021	1627271257	201	30	231	27
Sun Jul 25 20:47:39 2021	1627271259	114	118	231	63
Sun Jul 25 20:47:34 2021	1627271254	163	69	232	62
Sun Jul 25 20:47:33 2021	1627271253	180	52	232	51
Sun Jul 25 20:47:38 2021	1627271258	139	94	233	55
Sun Jul 25 20:47:35 2021	1627271255	165	69	233	29
Sun Jul 25 20:47:35 2021	1627271255	122	112	234	69
Sun Jul 25 20:47:34 2021	1627271254	124	111	235	105
Sun Jul 25 20:47:37 2021	1627271257	205	31	236	15
Sun Jul 25 20:47:33 2021	1627271253	190	49	240	49
Sun Jul 25 20:47:31 2021	1627271251	130	113	242	93
Sun Jul 25 20:47:38 2021	1627271258	93	150	243	102
Sun Jul 25 20:47:38 2021	1627271258	186	57	243	57
Sun Jul 25 20:47:37 2021	1627271257	160	87	247	78
Sun Jul 25 20:47:30 2021	1627271250	172	77	249	77
Sun Jul 25 20:47:34 2021	1627271254	149	102	251	55
Sun Jul 25 20:47:34 2021	1627271254	103	149	252	123
Sun Jul 25 20:47:37 2021	1627271257	84	169	253	55
Sun Jul 25 20:47:33 2021	1627271253	138	115	253	98
Sun Jul 25 20:47:35 2021	1627271255	152	102	254	33
Sun Jul 25 20:47:33 2021	1627271253	167	89	256	71
Sun Jul 25 20:47:38 2021	1627271258	187	71	258	58
Sun Jul 25 20:47:30 2021	1627271250	203	56	259	55
Sun Jul 25 20:47:29 2021	1627271249	176	85	261	85
Sun Jul 25 20:47:34 2021	1627271254	124	139	263	92
Sun Jul 25 20:47:34 2021	1627271254	168	95	263	94
Sun Jul 25 20:47:35 2021	1627271255	177	88	266	68
Sun Jul 25 20:47:38 2021	1627271258	196	71	267	43
Sun Jul 25 20:47:37 2021	1627271257	250	19	269	18
Sun Jul 25 20:47:35 2021	1627271255	169	103	272	33
Sun Jul 25 20:47:35 2021	1627271255	173	101	274	33
Sun Jul 25 20:47:35 2021	1627271255	211	64	275	11
Sun Jul 25 20:47:33 2021	1627271253	215	62	277	33
Sun Jul 25 20:47:37 2021	1627271257	199	80	278	47
Sun Jul 25 20:47:35 2021	1627271255	209	70	279	38
Sun Jul 25 20:47:39 2021	1627271259	181	100	281	55
Sun Jul 25 20:47:39 2021	1627271259	184	100	283	54
Sun Jul 25 20:47:34 2021	1627271254	213	74	287	68
Sun Jul 25 20:47:35 2021	1627271255	244	43	287	40
Sun Jul 25 20:47:34 2021	1627271254	241	49	290	26
Sun Jul 25 20:47:30 2021	1627271250	119	175	293	173
Sun Jul 25 20:47:39 2021	1627271259	187	108	295	100
Sun Jul 25 20:47:39 2021	1627271259	217	79	296	37
Sun Jul 25 20:47:39 2021	1627271259	149	149	298	123
Sun Jul 25 20:47:34 2021	1627271254	260	49	308	48
Sun Jul 25 20:47:39 2021	1627271259	244	64	309	64
Sun Jul 25 20:47:35 2021	1627271255	224	87	311	81
Sun Jul 25 20:47:38 2021	1627271258	244	72	315	60
Sun Jul 25 20:47:35 2021	1627271255	123	194	317	100
Sun Jul 25 20:47:29 2021	1627271249	230	90	320	72
Sun Jul 25 20:47:35 2021	1627271255	142	180	322	156
Sun Jul 25 20:47:39 2021	1627271259	287	36	323	28
Sun Jul 25 20:47:34 2021	1627271254	293	30	323	29
Sun Jul 25 20:47:39 2021	1627271259	281	42	323	34
Sun Jul 25 20:47:39 2021	1627271259	250	77	327	69
Sun Jul 25 20:47:27 2021	1627271247	176	154	330	108
Sun Jul 25 20:47:35 2021	1627271255	236	95	331	87
Sun Jul 25 20:47:39 2021	1627271259	214	116	331	60
Sun Jul 25 20:47:26 2021	1627271246	233	100	333	94
Sun Jul 25 20:47:35 2021	1627271255	191	142	333	105
Sun Jul 25 20:47:37 2021	1627271257	243	96	339	85
Sun Jul 25 20:47:37 2021	1627271257	258	82	340	54
Sun Jul 25 20:47:29 2021	1627271249	56	289	345	94
Sun Jul 25 20:47:34 2021	1627271254	313	32	345	31
Sun Jul 25 20:47:39 2021	1627271259	237	108	345	95
Sun Jul 25 20:47:39 2021	1627271259	239	107	346	54
Sun Jul 25 20:47:35 2021	1627271255	121	229	350	72
Sun Jul 25 20:47:37 2021	1627271257	265	85	350	21
Sun Jul 25 20:47:38 2021	1627271258	285	67	351	40
Sun Jul 25 20:47:39 2021	1627271259	277	75	352	41
Sun Jul 25 20:47:37 2021	1627271257	229	123	352	107
Sun Jul 25 20:47:37 2021	1627271257	218	138	356	101
Sun Jul 25 20:47:38 2021	1627271258	255	105	360	104
Sun Jul 25 20:47:34 2021	1627271254	241	122	362	117
Sun Jul 25 20:47:36 2021	1627271256	240	123	363	114
Sun Jul 25 20:47:33 2021	1627271253	225	138	363	120
Sun Jul 25 20:47:29 2021	1627271249	307	58	365	56
Sun Jul 25 20:47:39 2021	1627271259	253	117	370	63
Sun Jul 25 20:47:37 2021	1627271257	299	76	374	62
Sun Jul 25 20:47:29 2021	1627271249	246	130	376	80
Sun Jul 25 20:47:39 2021	1627271259	166	221	387	106
Sun Jul 25 20:47:34 2021	1627271254	289	99	388	51
Sun Jul 25 20:47:33 2021	1627271253	272	118	390	89
Sun Jul 25 20:47:39 2021	1627271259	312	81	393	37
Sun Jul 25 20:47:34 2021	1627271254	338	55	393	48
Sun Jul 25 20:47:35 2021	1627271255	167	228	395	72
Sun Jul 25 20:47:37 2021	1627271257	270	127	397	107
Sun Jul 25 20:47:39 2021	1627271259	163	238	401	188
Sun Jul 25 20:47:37 2021	1627271257	321	82	404	39
Sun Jul 25 20:47:37 2021	1627271257	310	94	404	47
Sun Jul 25 20:47:39 2021	1627271259	215	191	406	131
Sun Jul 25 20:47:39 2021	1627271259	222	185	407	61
Sun Jul 25 20:47:39 2021	1627271259	278	129	407	89
Sun Jul 25 20:47:34 2021	1627271254	332	78	410	64
Sun Jul 25 20:47:34 2021	1627271254	271	141	412	97
Sun Jul 25 20:47:33 2021	1627271253	216	199	415	104
Sun Jul 25 20:47:39 2021	1627271259	190	229	419	103
Sun Jul 25 20:47:39 2021	1627271259	162	260	421	95
Sun Jul 25 20:47:39 2021	1627271259	199	223	422	114
Sun Jul 25 20:47:39 2021	1627271259	256	169	426	105
Sun Jul 25 20:47:37 2021	1627271257	318	108	427	50
Sun Jul 25 20:47:37 2021	1627271257	307	121	428	105
Sun Jul 25 20:47:34 2021	1627271254	393	39	432	39
Sun Jul 25 20:47:39 2021	1627271259	210	226	436	210
Sun Jul 25 20:47:34 2021	1627271254	332	106	437	58
Sun Jul 25 20:47:30 2021	1627271250	247	193	440	145
Sun Jul 25 20:47:39 2021	1627271259	312	130	442	88
Sun Jul 25 20:47:33 2021	1627271253	309	137	446	120
Sun Jul 25 20:47:32 2021	1627271252	283	164	447	160
Sun Jul 25 20:47:39 2021	1627271259	192	259	451	91
Sun Jul 25 20:47:38 2021	1627271258	384	68	452	39
Sun Jul 25 20:47:39 2021	1627271259	315	138	453	17
Sun Jul 25 20:47:38 2021	1627271258	359	95	454	92
Sun Jul 25 20:47:39 2021	1627271259	367	89	456	27
Sun Jul 25 20:47:39 2021	1627271259	84	378	462	65
Sun Jul 25 20:47:39 2021	1627271259	353	111	464	57
Sun Jul 25 20:47:39 2021	1627271259	268	197	466	126
Sun Jul 25 20:47:34 2021	1627271254	183	289	472	86
Sun Jul 25 20:47:28 2021	1627271248	231	242	473	213
Sun Jul 25 20:47:33 2021	1627271253	337	138	474	106
Sun Jul 25 20:47:29 2021	1627271249	263	216	479	181
Sun Jul 25 20:47:35 2021	1627271255	204	276	480	197
Sun Jul 25 20:47:37 2021	1627271257	408	73	481	40
Sun Jul 25 20:47:30 2021	1627271250	111	371	482	357
Sun Jul 25 20:47:34 2021	1627271254	414	70	484	68
Sun Jul 25 20:47:39 2021	1627271259	351	134	485	96
Sun Jul 25 20:47:37 2021	1627271257	407	85	492	72
Sun Jul 25 20:47:34 2021	1627271254	417	77	494	70
Sun Jul 25 20:47:35 2021	1627271255	219	275	494	197
Sun Jul 25 20:47:37 2021	1627271257	380	118	499	105
Sun Jul 25 20:47:33 2021	1627271253	299	202	501	146
Sun Jul 25 20:47:33 2021	1627271253	376	131	507	76
Sun Jul 25 20:47:31 2021	1627271251	75	444	518	439
Sun Jul 25 20:47:32 2021	1627271252	326	194	520	54
Sun Jul 25 20:47:39 2021	1627271259	327	194	520	177
Sun Jul 25 20:47:38 2021	1627271258	285	241	526	212
Sun Jul 25 20:47:39 2021	1627271259	352	179	531	126
Sun Jul 25 20:47:31 2021	1627271251	509	23	532	22
Sun Jul 25 20:47:39 2021	1627271259	350	187	537	69
Sun Jul 25 20:47:39 2021	1627271259	267	271	538	110
Sun Jul 25 20:47:39 2021	1627271259	383	158	541	101
Sun Jul 25 20:47:39 2021	1627271259	358	184	541	95
Sun Jul 25 20:47:34 2021	1627271254	431	118	549	49
Sun Jul 25 20:47:35 2021	1627271255	215	339	554	108
Sun Jul 25 20:47:30 2021	1627271250	450	107	557	103
Sun Jul 25 20:47:39 2021	1627271259	309	249	559	117
Sun Jul 25 20:47:37 2021	1627271257	452	108	560	47
Sun Jul 25 20:47:29 2021	1627271249	319	241	560	229
Sun Jul 25 20:47:35 2021	1627271255	491	73	564	65
Sun Jul 25 20:47:33 2021	1627271253	364	200	564	105
Sun Jul 25 20:47:35 2021	1627271255	273	294	567	78
Sun Jul 25 20:47:35 2021	1627271255	345	226	571	28
Sun Jul 25 20:47:37 2021	1627271257	425	152	577	112
Sun Jul 25 20:47:35 2021	1627271255	341	239	580	89
Sun Jul 25 20:47:39 2021	1627271259	464	125	589	85
Sun Jul 25 20:47:35 2021	1627271255	190	411	601	217
Sun Jul 25 20:47:34 2021	1627271254	388	217	605	157
Sun Jul 25 20:47:37 2021	1627271257	528	78	606	60
Sun Jul 25 20:47:31 2021	1627271251	399	207	606	47
Sun Jul 25 20:47:38 2021	1627271258	425	183	608	84
Sun Jul 25 20:47:35 2021	1627271255	384	226	610	198
Sun Jul 25 20:47:28 2021	1627271248	281	333	613	248
Sun Jul 25 20:47:31 2021	1627271251	379	234	613	169
Sun Jul 25 20:47:35 2021	1627271255	503	111	614	70
Sun Jul 25 20:47:29 2021	1627271249	459	157	616	137
Sun Jul 25 20:47:31 2021	1627271251	199	418	617	243
Sun Jul 25 20:47:37 2021	1627271257	436	183	619	137
Sun Jul 25 20:47:30 2021	1627271250	509	111	620	108
Sun Jul 25 20:47:39 2021	1627271259	283	340	624	212
Sun Jul 25 20:47:35 2021	1627271255	464	161	624	33
Sun Jul 25 20:47:38 2021	1627271258	381	245	626	220
Sun Jul 25 20:47:38 2021	1627271258	141	488	629	269
Sun Jul 25 20:47:37 2021	1627271257	469	162	631	156
Sun Jul 25 20:47:38 2021	1627271258	449	182	631	84
Sun Jul 25 20:47:38 2021	1627271258	570	61	631	56
Sun Jul 25 20:47:38 2021	1627271258	378	259	637	95
Sun Jul 25 20:47:34 2021	1627271254	240	399	639	278
Sun Jul 25 20:47:39 2021	1627271259	353	287	640	130
Sun Jul 25 20:47:35 2021	1627271255	320	320	640	287
Sun Jul 25 20:47:39 2021	1627271259	510	134	644	32
Sun Jul 25 20:47:34 2021	1627271254	586	61	647	33
Sun Jul 25 20:47:37 2021	1627271257	442	210	653	68
Sun Jul 25 20:47:35 2021	1627271255	576	78	654	40
Sun Jul 25 20:47:38 2021	1627271258	533	135	669	109
Sun Jul 25 20:47:39 2021	1627271259	476	192	669	74
Sun Jul 25 20:47:38 2021	1627271258	461	211	672	175
Sun Jul 25 20:47:29 2021	1627271249	333	339	672	247
Sun Jul 25 20:47:34 2021	1627271254	268	405	673	279
Sun Jul 25 20:47:38 2021	1627271258	413	260	674	101
Sun Jul 25 20:47:34 2021	1627271254	520	161	681	117
Sun Jul 25 20:47:35 2021	1627271255	533	148	682	119
Sun Jul 25 20:47:34 2021	1627271254	600	86	686	51
Sun Jul 25 20:47:38 2021	1627271258	521	165	686	151
Sun Jul 25 20:47:37 2021	1627271257	197	492	690	312
Sun Jul 25 20:47:35 2021	1627271255	433	258	691	213
Sun Jul 25 20:47:35 2021	1627271255	469	227	696	213
Sun Jul 25 20:47:38 2021	1627271258	484	213	696	175
Sun Jul 25 20:47:37 2021	1627271257	490	211	701	68
Sun Jul 25 20:47:31 2021	1627271251	493	208	701	48
Sun Jul 25 20:47:37 2021	1627271257	524	183	706	141
Sun Jul 25 20:47:38 2021	1627271258	569	145	714	110
Sun Jul 25 20:47:28 2021	1627271248	418	297	715	255
Sun Jul 25 20:47:33 2021	1627271253	498	219	717	160
Sun Jul 25 20:47:37 2021	1627271257	495	227	723	164
Sun Jul 25 20:47:29 2021	1627271249	330	394	724	258
Sun Jul 25 20:47:37 2021	1627271257	540	184	724	141
Sun Jul 25 20:47:38 2021	1627271258	534	191	725	85
Sun Jul 25 20:47:34 2021	1627271254	648	81	729	78
Sun Jul 25 20:47:30 2021	1627271250	436	293	729	239
Sun Jul 25 20:47:29 2021	1627271249	353	376	729	231
Sun Jul 25 20:47:35 2021	1627271255	481	258	739	178
Sun Jul 25 20:47:37 2021	1627271257	279	465	744	29
Sun Jul 25 20:47:35 2021	1627271255	460	285	745	256
Sun Jul 25 20:47:33 2021	1627271253	457	289	746	78
Sun Jul 25 20:47:29 2021	1627271249	403	347	750	255
Sun Jul 25 20:47:38 2021	1627271258	542	209	751	110
Sun Jul 25 20:47:38 2021	1627271258	500	251	751	202
Sun Jul 25 20:47:30 2021	1627271250	258	497	755	492
Sun Jul 25 20:47:38 2021	1627271258	494	261	756	109
Sun Jul 25 20:47:38 2021	1627271258	498	258	756	221
Sun Jul 25 20:47:34 2021	1627271254	596	162	758	117
Sun Jul 25 20:47:37 2021	1627271257	429	332	761	301
Sun Jul 25 20:47:34 2021	1627271254	659	104	763	80
Sun Jul 25 20:47:39 2021	1627271259	542	225	767	75
Sun Jul 25 20:47:39 2021	1627271259	582	187	769	74
Sun Jul 25 20:47:31 2021	1627271251	424	349	773	131
Sun Jul 25 20:47:37 2021	1627271257	546	230	776	87
Sun Jul 25 20:47:34 2021	1627271254	696	82	778	80
Sun Jul 25 20:47:35 2021	1627271255	442	337	778	269
Sun Jul 25 20:47:37 2021	1627271257	217	566	783	100
Sun Jul 25 20:47:38 2021	1627271258	574	210	784	175
Sun Jul 25 20:47:35 2021	1627271255	475	310	786	291
Sun Jul 25 20:47:29 2021	1627271249	443	345	788	83
Sun Jul 25 20:47:31 2021	1627271251	362	428	790	285
Sun Jul 25 20:47:39 2021	1627271259	654	144	797	120
Sun Jul 25 20:47:38 2021	1627271258	548	250	798	202
Sun Jul 25 20:47:37 2021	1627271257	281	518	799	83
Sun Jul 25 20:47:38 2021	1627271258	668	145	814	116
Sun Jul 25 20:47:38 2021	1627271258	588	227	815	98
Sun Jul 25 20:47:37 2021	1627271257	463	355	818	253
Sun Jul 25 20:47:37 2021	1627271257	333	485	818	307
Sun Jul 25 20:47:38 2021	1627271258	615	204	818	90
Sun Jul 25 20:47:33 2021	1627271253	593	226	819	177
Sun Jul 25 20:47:29 2021	1627271249	373	447	820	265
Sun Jul 25 20:47:32 2021	1627271252	759	86	845	31
Sun Jul 25 20:47:37 2021	1627271257	374	473	846	369
Sun Jul 25 20:47:38 2021	1627271258	747	99	847	52
Sun Jul 25 20:47:35 2021	1627271255	536	314	850	293
Sun Jul 25 20:47:27 2021	1627271247	199	652	852	208
Sun Jul 25 20:47:38 2021	1627271258	600	252	852	202
Sun Jul 25 20:47:34 2021	1627271254	749	103	853	87
Sun Jul 25 20:47:35 2021	1627271255	513	342	855	292
Sun Jul 25 20:47:37 2021	1627271257	560	298	858	219
Sun Jul 25 20:47:34 2021	1627271254	772	86	859	51
Sun Jul 25 20:47:37 2021	1627271257	554	307	861	247
Sun Jul 25 20:47:28 2021	1627271248	441	433	874	345
Sun Jul 25 20:47:33 2021	1627271253	648	229	876	169
Sun Jul 25 20:47:34 2021	1627271254	543	336	879	116
Sun Jul 25 20:47:32 2021	1627271252	791	91	882	73
Sun Jul 25 20:47:38 2021	1627271258	431	453	884	278
Sun Jul 25 20:47:39 2021	1627271259	743	143	885	112
Sun Jul 25 20:47:35 2021	1627271255	582	312	894	284
Sun Jul 25 20:47:28 2021	1627271248	445	453	898	262
Sun Jul 25 20:47:37 2021	1627271257	544	356	900	256
Sun Jul 25 20:47:34 2021	1627271254	537	363	900	109
Sun Jul 25 20:47:38 2021	1627271258	695	207	903	46
Sun Jul 25 20:47:31 2021	1627271251	825	78	903	71
Sun Jul 25 20:47:29 2021	1627271249	518	387	904	129
Sun Jul 25 20:47:38 2021	1627271258	744	163	908	54
Sun Jul 25 20:47:33 2021	1627271253	467	447	914	245
Sun Jul 25 20:47:30 2021	1627271250	255	661	916	477
Sun Jul 25 20:47:28 2021	1627271248	572	346	917	248
Sun Jul 25 20:47:39 2021	1627271259	776	142	918	112
Sun Jul 25 20:47:34 2021	1627271254	820	99	919	82
Sun Jul 25 20:47:30 2021	1627271250	626	297	924	166
Sun Jul 25 20:47:33 2021	1627271253	474	454	928	179
Sun Jul 25 20:47:35 2021	1627271255	654	275	930	244
Sun Jul 25 20:47:29 2021	1627271249	457	487	944	401
Sun Jul 25 20:47:32 2021	1627271252	845	99	944	80
Sun Jul 25 20:47:33 2021	1627271253	521	423	944	222
Sun Jul 25 20:47:34 2021	1627271254	864	81	945	63
Sun Jul 25 20:47:32 2021	1627271252	221	727	949	722
Sun Jul 25 20:47:35 2021	1627271255	624	326	950	297
Sun Jul 25 20:47:38 2021	1627271258	505	452	957	278
Sun Jul 25 20:47:32 2021	1627271252	897	63	959	40
Sun Jul 25 20:47:28 2021	1627271248	739	220	959	121
Sun Jul 25 20:47:31 2021	1627271251	617	350	967	224
Sun Jul 25 20:47:28 2021	1627271248	546	425	971	355
Sun Jul 25 20:47:37 2021	1627271257	602	373	975	253
Sun Jul 25 20:47:33 2021	1627271253	752	226	978	166
Sun Jul 25 20:47:35 2021	1627271255	783	197	980	104
Sun Jul 25 20:47:29 2021	1627271249	320	660	980	476
Sun Jul 25 20:47:32 2021	1627271252	254	733	987	712
Sun Jul 25 20:47:32 2021	1627271252	960	39	998	33
Sun Jul 25 20:47:37 2021	1627271257	777	223	1000	185
Sun Jul 25 20:47:34 2021	1627271254	491	509	1001	489
Sun Jul 25 20:47:34 2021	1627271254	796	211	1007	133
Sun Jul 25 20:47:35 2021	1627271255	656	353	1009	141
Sun Jul 25 20:47:33 2021	1627271253	842	168	1009	167
Sun Jul 25 20:47:38 2021	1627271258	861	151	1012	93
Sun Jul 25 20:47:38 2021	1627271258	581	432	1012	380
Sun Jul 25 20:47:37 2021	1627271257	250	766	1016	131
Sun Jul 25 20:47:27 2021	1627271247	364	653	1017	203
Sun Jul 25 20:47:37 2021	1627271257	273	746	1018	440
Sun Jul 25 20:47:33 2021	1627271253	168	851	1020	212
Sun Jul 25 20:47:39 2021	1627271259	877	143	1020	115
Sun Jul 25 20:47:30 2021	1627271250	587	437	1024	249
Sun Jul 25 20:47:37 2021	1627271257	450	585	1035	437
Sun Jul 25 20:47:26 2021	1627271246	776	261	1037	258
Sun Jul 25 20:47:33 2021	1627271253	551	489	1039	176
Sun Jul 25 20:47:34 2021	1627271254	745	296	1041	68
Sun Jul 25 20:47:34 2021	1627271254	975	68	1043	61
Sun Jul 25 20:47:37 2021	1627271257	812	233	1044	196
Sun Jul 25 20:47:33 2021	1627271253	529	517	1046	238
Sun Jul 25 20:47:37 2021	1627271257	230	819	1049	404
Sun Jul 25 20:47:33 2021	1627271253	456	597	1053	479
Sun Jul 25 20:47:29 2021	1627271249	601	453	1054	268
Sun Jul 25 20:47:27 2021	1627271247	431	623	1054	502
Sun Jul 25 20:47:31 2021	1627271251	754	302	1057	232
Sun Jul 25 20:47:30 2021	1627271250	454	605	1059	119
Sun Jul 25 20:47:38 2021	1627271258	926	134	1059	99
Sun Jul 25 20:47:28 2021	1627271248	819	242	1060	212
Sun Jul 25 20:47:34 2021	1627271254	769	296	1065	99
Sun Jul 25 20:47:26 2021	1627271246	815	252	1067	221
Sun Jul 25 20:47:32 2021	1627271252	195	878	1072	778
Sun Jul 25 20:47:28 2021	1627271248	655	420	1075	123
Sun Jul 25 20:47:26 2021	1627271246	1035	42	1077	41
Sun Jul 25 20:47:33 2021	1627271253	850	227	1077	167
Sun Jul 25 20:47:30 2021	1627271250	303	774	1077	496
Sun Jul 25 20:47:38 2021	1627271258	651	432	1083	380
Sun Jul 25 20:47:26 2021	1627271246	776	308	1084	306
Sun Jul 25 20:47:33 2021	1627271253	691	395	1086	254
Sun Jul 25 20:47:26 2021	1627271246	778	308	1086	306
Sun Jul 25 20:47:26 2021	1627271246	776	311	1087	310
Sun Jul 25 20:47:30 2021	1627271250	742	345	1087	280
Sun Jul 25 20:47:26 2021	1627271246	778	317	1094	316
Sun Jul 25 20:47:37 2021	1627271257	889	208	1096	47
Sun Jul 25 20:47:26 2021	1627271246	775	322	1097	321
Sun Jul 25 20:47:26 2021	1627271246	1034	65	1098	56
Sun Jul 25 20:47:35 2021	1627271255	747	352	1099	140
Sun Jul 25 20:47:37 2021	1627271257	875	224	1100	184
Sun Jul 25 20:47:26 2021	1627271246	1034	66	1100	59
Sun Jul 25 20:47:26 2021	1627271246	1035	65	1100	58
Sun Jul 25 20:47:39 2021	1627271259	959	142	1101	111
Sun Jul 25 20:47:31 2021	1627271251	808	293	1101	220
Sun Jul 25 20:47:26 2021	1627271246	1037	65	1102	57
Sun Jul 25 20:47:26 2021	1627271246	710	392	1102	353
Sun Jul 25 20:47:26 2021	1627271246	711	393	1104	354
Sun Jul 25 20:47:26 2021	1627271246	1034	70	1104	62
Sun Jul 25 20:47:26 2021	1627271246	713	391	1104	352
Sun Jul 25 20:47:34 2021	1627271254	987	117	1104	113
Sun Jul 25 20:47:26 2021	1627271246	1036	70	1106	61
Sun Jul 25 20:47:26 2021	1627271246	957	149	1106	140
Sun Jul 25 20:47:26 2021	1627271246	1037	70	1107	63
Sun Jul 25 20:47:29 2021	1627271249	414	693	1108	271
Sun Jul 25 20:47:38 2021	1627271258	919	192	1112	78
Sun Jul 25 20:47:35 2021	1627271255	384	729	1112	355
Sun Jul 25 20:47:34 2021	1627271254	809	303	1112	264
Sun Jul 25 20:47:32 2021	1627271252	333	781	1114	734
Sun Jul 25 20:47:33 2021	1627271253	524	590	1114	352
Sun Jul 25 20:47:26 2021	1627271246	779	337	1116	259
Sun Jul 25 20:47:34 2021	1627271254	929	188	1116	74
Sun Jul 25 20:47:26 2021	1627271246	778	338	1117	260
Sun Jul 25 20:47:30 2021	1627271250	469	648	1117	560
Sun Jul 25 20:47:34 2021	1627271254	620	500	1120	415
Sun Jul 25 20:47:34 2021	1627271254	491	632	1123	417
Sun Jul 25 20:47:26 2021	1627271246	779	348	1127	333
Sun Jul 25 20:47:36 2021	1627271256	85	1043	1128	81
Sun Jul 25 20:47:26 2021	1627271246	775	354	1129	335
Sun Jul 25 20:47:26 2021	1627271246	777	353	1130	334
Sun Jul 25 20:47:28 2021	1627271248	721	408	1130	352
Sun Jul 25 20:47:27 2021	1627271247	216	916	1132	218
Sun Jul 25 20:47:26 2021	1627271246	778	353	1132	335
Sun Jul 25 20:47:33 2021	1627271253	916	219	1135	160
Sun Jul 25 20:47:32 2021	1627271252	930	211	1141	185
Sun Jul 25 20:47:31 2021	1627271251	762	380	1142	251
Sun Jul 25 20:47:34 2021	1627271254	515	629	1144	264
Sun Jul 25 20:47:27 2021	1627271247	189	956	1145	261
Sun Jul 25 20:47:33 2021	1627271253	575	571	1146	485
Sun Jul 25 20:47:30 2021	1627271250	901	246	1147	176
Sun Jul 25 20:47:37 2021	1627271257	523	626	1149	445
Sun Jul 25 20:47:38 2021	1627271258	984	166	1149	82
Sun Jul 25 20:47:29 2021	1627271249	814	339	1153	205
Sun Jul 25 20:47:30 2021	1627271250	394	759	1153	469
Sun Jul 25 20:47:27 2021	1627271247	213	942	1156	233
Sun Jul 25 20:47:27 2021	1627271247	331	826	1157	594
Sun Jul 25 20:47:29 2021	1627271249	408	751	1159	536
Sun Jul 25 20:47:28 2021	1627271248	754	408	1162	352
Sun Jul 25 20:47:33 2021	1627271253	694	468	1162	262
Sun Jul 25 20:47:35 2021	1627271255	462	702	1163	443
Sun Jul 25 20:47:34 2021	1627271254	630	538	1168	156
Sun Jul 25 20:47:32 2021	1627271252	1046	125	1172	54
Sun Jul 25 20:47:33 2021	1627271253	828	346	1173	116
Sun Jul 25 20:47:32 2021	1627271252	1064	109	1173	69
Sun Jul 25 20:47:28 2021	1627271248	737	436	1173	288
Sun Jul 25 20:47:38 2021	1627271258	651	524	1175	448
Sun Jul 25 20:47:38 2021	1627271258	1105	71	1176	63
