starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 25 20:46:40 2021	1627271200	0	23	23	19
Sun Jul 25 20:46:42 2021	1627271202	0	162	162	162
Sun Jul 25 20:46:42 2021	1627271202	0	162	162	162
Sun Jul 25 20:46:42 2021	1627271202	0	163	163	163
Sun Jul 25 20:46:42 2021	1627271202	0	163	163	163
Sun Jul 25 20:46:42 2021	1627271202	0	163	164	163
Sun Jul 25 20:46:42 2021	1627271202	0	165	165	165
Sun Jul 25 20:46:42 2021	1627271202	0	166	166	166
Sun Jul 25 20:46:42 2021	1627271202	0	166	167	166
Sun Jul 25 20:46:42 2021	1627271202	0	167	167	167
Sun Jul 25 20:46:42 2021	1627271202	0	169	169	168
Sun Jul 25 20:46:42 2021	1627271202	0	169	169	169
Sun Jul 25 20:46:42 2021	1627271202	0	170	170	170
Sun Jul 25 20:46:42 2021	1627271202	0	170	170	170
Sun Jul 25 20:46:42 2021	1627271202	0	170	170	170
Sun Jul 25 20:46:42 2021	1627271202	0	170	170	170
Sun Jul 25 20:46:42 2021	1627271202	0	170	170	170
Sun Jul 25 20:46:42 2021	1627271202	0	171	171	171
Sun Jul 25 20:46:42 2021	1627271202	0	171	171	171
Sun Jul 25 20:46:42 2021	1627271202	0	171	171	171
Sun Jul 25 20:46:42 2021	1627271202	0	171	171	171
Sun Jul 25 20:46:42 2021	1627271202	0	171	171	171
Sun Jul 25 20:46:42 2021	1627271202	0	171	171	171
Sun Jul 25 20:46:42 2021	1627271202	0	171	171	171
Sun Jul 25 20:46:42 2021	1627271202	0	171	172	171
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	172	172
Sun Jul 25 20:46:42 2021	1627271202	0	172	173	172
Sun Jul 25 20:46:42 2021	1627271202	0	173	173	173
Sun Jul 25 20:46:42 2021	1627271202	0	173	173	173
Sun Jul 25 20:46:42 2021	1627271202	0	173	173	173
Sun Jul 25 20:46:42 2021	1627271202	0	173	173	173
Sun Jul 25 20:46:42 2021	1627271202	0	174	174	174
Sun Jul 25 20:46:42 2021	1627271202	0	174	174	174
Sun Jul 25 20:46:42 2021	1627271202	0	174	174	174
Sun Jul 25 20:46:42 2021	1627271202	0	174	174	174
Sun Jul 25 20:46:42 2021	1627271202	0	174	174	174
Sun Jul 25 20:46:42 2021	1627271202	0	174	174	174
Sun Jul 25 20:46:42 2021	1627271202	0	175	175	174
Sun Jul 25 20:46:42 2021	1627271202	0	175	175	175
Sun Jul 25 20:46:42 2021	1627271202	0	175	175	175
